,id,youtube_id,player,sex,club,view,slow,events,bbox,split
1104,1104,H9MWcs3YS-I,TIGER WOODS,m,driver,face-on,0,[3825 4037 4049 4052 4059 4063 4066 4068 4085 4119],[1.93750000e-01 6.94444444e-04 7.09375000e-01 9.52083333e-01],3
1105,1105,AnYxuyhVv_E,BILLY ANDRADE,m,driver,face-on,0,[421 508 520 524 534 539 543 545 559 593],[7.42187500e-02 6.94444444e-04 8.55468750e-01 9.64583333e-01],4
1106,1106,AnYxuyhVv_E,BILLY ANDRADE,m,driver,face-on,1,[ 893  902  949  969 1004 1027 1041 1049 1105 1138],[7.03125000e-02 6.94444444e-04 8.72656250e-01 9.77083333e-01],4
1107,1107,Q0pK0ssD8t4,JAMIE LOVEMARK,m,driver,other,0,[ 91 391 401 404 414 421 424 426 445 480],[6.01562500e-02 6.94444444e-04 4.86718750e-01 9.70138889e-01],3
1108,1108,Q0pK0ssD8t4,JAMIE LOVEMARK,m,driver,other,1,[ 690  718  757  770  809  837  850  858  943 1003],[6.48437500e-02 6.94444444e-04 4.73437500e-01 9.64583333e-01],3
1109,1109,CB4m9LPVBbM,MINJEE LEE,f,iron,face-on,0,[181 325 340 350 360 364 368 370 384 420],[1.96875000e-01 6.94444444e-04 6.80468750e-01 9.63194444e-01],1
1110,1110,CB4m9LPVBbM,MINJEE LEE,f,iron,face-on,1,[616 632 690 728 768 786 799 808 873 903],[2.05468750e-01 6.94444444e-04 6.70312500e-01 9.86805556e-01],1
1111,1111,Q6yJx7HFlSg,AI MIYAZATO,f,driver,down-the-line,0,[151 365 399 405 429 437 441 443 478 508],[3.90625000e-04 6.94444444e-04 6.01953125e-01 9.88194444e-01],3
1112,1112,Q6yJx7HFlSg,AI MIYAZATO,f,driver,down-the-line,1,[ 727  744  877  896  995 1028 1042 1053 1174 1212],[2.50000000e-02 6.94444444e-04 5.75781250e-01 9.77083333e-01],3
1113,1113,Q6yJx7HFlSg,AI MIYAZATO,f,driver,face-on,0,[4003 4181 4220 4225 4250 4258 4261 4263 4292 4329],[7.89062500e-02 6.94444444e-04 7.61718750e-01 9.84027778e-01],3
1114,1114,Q6yJx7HFlSg,AI MIYAZATO,f,driver,face-on,1,[4569 4659 4816 4834 4935 4965 4978 4989 5096 5137],[6.95312500e-02 6.94444444e-04 8.32812500e-01 9.77083333e-01],3
1115,1115,_gb_suqFrC0,BOO WEEKLEY,m,fairway,other,0,[271 398 411 415 422 426 430 432 447 485],[6.17187500e-02 6.94444444e-04 4.95312500e-01 1.00000000e+00],2
1116,1116,_gb_suqFrC0,BOO WEEKLEY,m,fairway,other,1,[ 815  820  873  889  918  934  947  957 1023 1060],[6.32812500e-02 6.94444444e-04 5.04687500e-01 1.00000000e+00],2
1117,1117,7DR3pFxkPVg,BRYSON DECHAMBEAU,m,driver,down-the-line,0,[ 62 219 234 237 245 250 253 255 269 307],[1.61718750e-01 6.94444444e-04 4.64843750e-01 1.00000000e+00],4
1118,1118,7DR3pFxkPVg,BRYSON DECHAMBEAU,m,driver,down-the-line,1,[608 652 711 722 756 775 785 794 847 883],[1.64843750e-01 6.94444444e-04 4.68750000e-01 1.00000000e+00],4
1119,1119,7nSqNT_TmP4,GERINA PILLER,f,driver,down-the-line,0,[601 833 846 851 859 864 867 869 891 928],[9.92187500e-02 6.94444444e-04 5.60937500e-01 1.00000000e+00],1
1120,1120,7nSqNT_TmP4,GERINA PILLER,f,driver,down-the-line,1,[1018 1032 1083 1102 1134 1152 1166 1175 1241 1278],[1.00781250e-01 6.94444444e-04 5.46093750e-01 1.00000000e+00],1
1121,1121,-w6CkCOV_no,TONY FINAU,m,iron,down-the-line,0,[331 638 671 677 680 684 687 689 706 743],[2.38281250e-01 6.94444444e-04 3.84375000e-01 9.84027778e-01],1
1122,1122,-w6CkCOV_no,TONY FINAU,m,iron,down-the-line,1,[ 923  953  989 1009 1024 1037 1050 1057 1129 1162],[2.70312500e-01 6.94444444e-04 3.55468750e-01 9.75694444e-01],1
1123,1123,Tne6bX1hMwU,TIM HERRON,m,fairway,other,0,[181 398 410 416 424 429 432 434 451 487],[0.17890625 0.01805556 0.39453125 0.98263889],1
1124,1124,Tne6bX1hMwU,TIM HERRON,m,fairway,other,1,[607 646 696 716 748 766 779 787 849 885],[0.1859375  0.025      0.37265625 0.925     ],1
1125,1125,Q_5DsrFRkUo,LEE WESTWOOD,m,driver,face-on,0,[151 696 714 722 730 733 736 738 762 802],[8.59375000e-02 6.94444444e-04 7.95312500e-01 1.00000000e+00],3
1126,1126,Q_5DsrFRkUo,LEE WESTWOOD,m,driver,face-on,1,[1042 1113 1160 1190 1218 1235 1248 1256 1350 1410],[8.35937500e-02 6.94444444e-04 7.96093750e-01 1.00000000e+00],3
1127,1127,Q_5DsrFRkUo,LEE WESTWOOD,m,driver,down-the-line,0,[2940 3568 3580 3587 3595 3599 3601 3603 3623 3658],[8.98437500e-02 6.94444444e-04 5.24218750e-01 9.99305556e-01],3
1128,1128,Q_5DsrFRkUo,LEE WESTWOOD,m,driver,down-the-line,1,[4078 4126 4171 4198 4231 4244 4257 4264 4336 4370],[1.06250000e-01 6.94444444e-04 5.35937500e-01 9.99305556e-01],3
1129,1129,IVRbQrq2JHo,MICHELLE WIE,f,fairway,face-on,0,[ 61 206 218 224 230 233 237 239 258 296],[0.215625   0.06805556 0.565625   0.91666667],2
1130,1130,IVRbQrq2JHo,MICHELLE WIE,f,fairway,face-on,1,[476 534 581 606 629 642 656 665 743 773],[0.2140625  0.07083333 0.57578125 0.91944444],2
1131,1131,IVRbQrq2JHo,MICHELLE WIE,f,fairway,other,0,[ 863 1076 1088 1093 1098 1101 1105 1107 1129 1168],[1.83593750e-01 6.94444444e-04 6.25000000e-01 9.85416667e-01],2
1132,1132,IVRbQrq2JHo,MICHELLE WIE,f,fairway,other,1,[1288 1370 1417 1439 1460 1471 1486 1495 1577 1603],[1.71875000e-01 6.94444444e-04 6.29687500e-01 9.77083333e-01],2
1133,1133,IVRbQrq2JHo,MICHELLE WIE,f,fairway,down-the-line,0,[1600 1698 1709 1715 1721 1724 1727 1730 1750 1787],[1.89062500e-01 6.94444444e-04 4.19531250e-01 9.79861111e-01],2
1134,1134,IVRbQrq2JHo,MICHELLE WIE,f,iron,other,0,[1937 2076 2087 2092 2097 2101 2104 2106 2123 2160],[1.44531250e-01 6.94444444e-04 6.64843750e-01 9.97916667e-01],2
1135,1135,IVRbQrq2JHo,MICHELLE WIE,f,iron,down-the-line,0,[2280 2362 2372 2377 2383 2387 2390 2392 2410 2446],[0.35390625 0.12916667 0.26484375 0.84722222],2
1136,1136,IVRbQrq2JHo,MICHELLE WIE,f,iron,down-the-line,1,[2596 2608 2644 2660 2679 2691 2703 2709 2765 2799],[0.35234375 0.14305556 0.259375   0.80833333],2
1137,1137,IVRbQrq2JHo,MICHELLE WIE,f,iron,other,0,[3021 3037 3048 3054 3059 3062 3066 3068 3088 3132],[0.2484375  0.09722222 0.5171875  0.8875    ],2
1138,1138,IVRbQrq2JHo,MICHELLE WIE,f,fairway,other,0,[3252 3380 3392 3398 3403 3406 3410 3412 3432 3467],[2.54687500e-01 6.94444444e-04 6.60156250e-01 9.92361111e-01],2
1139,1139,IVRbQrq2JHo,MICHELLE WIE,f,driver,down-the-line,0,[3617 3626 3637 3643 3649 3653 3657 3659 3675 3712],[6.87500000e-02 6.94444444e-04 5.33593750e-01 9.97916667e-01],2
1140,1140,IVRbQrq2JHo,MICHELLE WIE,f,driver,down-the-line,0,[3922 4040 4050 4056 4062 4066 4069 4072 4089 4125],[1.60156250e-01 6.94444444e-04 4.24218750e-01 9.77083333e-01],2
1141,1141,IVRbQrq2JHo,MICHELLE WIE,f,driver,down-the-line,0,[4365 4403 4413 4419 4425 4429 4432 4434 4456 4493],[2.26562500e-01 6.94444444e-04 3.84375000e-01 9.42361111e-01],2
1142,1142,IVRbQrq2JHo,MICHELLE WIE,f,driver,down-the-line,1,[4703 4706 4742 4761 4783 4795 4807 4813 4870 4906],[1.68750000e-01 6.94444444e-04 3.98437500e-01 9.65972222e-01],2
1143,1143,IVRbQrq2JHo,MICHELLE WIE,f,fairway,face-on,0,[4966 5262 5275 5281 5286 5289 5292 5295 5316 5353],[1.78125000e-01 6.94444444e-04 5.96875000e-01 9.90972222e-01],2
1144,1144,IVRbQrq2JHo,MICHELLE WIE,f,fairway,face-on,1,[5459 5472 5524 5547 5566 5581 5595 5604 5687 5717],[0.1734375  0.07083333 0.5984375  0.92777778],2
1145,1145,CuBNYn0WgLs,J B HOLMES,m,fairway,face-on,0,[ 91 270 283 287 293 298 301 303 321 363],[0.234375   0.06805556 0.5375     0.85555556],1
1146,1146,CuBNYn0WgLs,J B HOLMES,m,fairway,face-on,1,[573 636 686 701 728 744 757 763 843 889],[0.24140625 0.04444444 0.540625   0.87777778],1
1147,1147,Ux2iHMrS_PY,PETER HANSON,m,driver,down-the-line,0,[211 553 562 566 572 575 578 580 597 633],[7.42187500e-02 6.94444444e-04 5.24218750e-01 9.99305556e-01],3
1148,1148,Ux2iHMrS_PY,PETER HANSON,m,driver,down-the-line,1,[ 783  819  858  874  895  910  923  931  994 1028],[7.10937500e-02 6.94444444e-04 5.20312500e-01 9.96527778e-01],3
1149,1149,5X2PAjc5mng,BROOKE HENDERSON,f,iron,down-the-line,0,[271 576 590 594 601 607 610 612 627 661],[1.92968750e-01 6.94444444e-04 4.16406250e-01 9.89583333e-01],1
1150,1150,5X2PAjc5mng,BROOKE HENDERSON,f,iron,down-the-line,1,[ 721  837  890  904  937  955  968  977 1035 1072],[1.99218750e-01 6.94444444e-04 4.00781250e-01 9.96527778e-01],1
1151,1151,Sw1jCHgKsgs,ALISON LEE,f,iron,down-the-line,0,[391 703 728 734 742 747 751 754 775 813],[2.27343750e-01 6.94444444e-04 3.52343750e-01 9.68750000e-01],1
1152,1152,Sw1jCHgKsgs,ALISON LEE,f,iron,down-the-line,1,[1270 1320 1402 1427 1459 1479 1494 1506 1589 1628],[2.50781250e-01 6.94444444e-04 3.39843750e-01 9.63194444e-01],1
1153,1153,HwepbD7U3CA,SEAN OHAIR,m,driver,other,0,[271 481 494 498 506 512 515 517 536 578],[3.90625000e-04 6.94444444e-04 5.42578125e-01 9.93750000e-01],1
1154,1154,HwepbD7U3CA,SEAN OHAIR,m,driver,other,0,[1028 1258 1278 1282 1290 1296 1299 1301 1321 1355],[3.90625000e-04 6.94444444e-04 5.35546875e-01 1.00000000e+00],1
1155,1155,HwepbD7U3CA,SEAN OHAIR,m,driver,other,1,[1715 1745 1818 1834 1867 1889 1901 1910 1985 2023],[3.90625000e-04 6.94444444e-04 5.23046875e-01 1.00000000e+00],1
1156,1156,ocAc3mkIWeQ,IN-GEE CHUN,f,hybrid,other,0,[ 901 1122 1142 1148 1159 1164 1168 1170 1194 1230],[4.84375000e-02 6.94444444e-04 8.71093750e-01 9.74305556e-01],3
1157,1157,ocAc3mkIWeQ,IN-GEE CHUN,f,hybrid,other,1,[1440 1453 1523 1550 1595 1615 1629 1638 1730 1767],[5.39062500e-02 6.94444444e-04 8.71875000e-01 9.67361111e-01],3
1158,1158,TAemp5nBg-0,LEE WESTWOOD,m,driver,down-the-line,0,[ 61 265 276 283 290 294 297 299 321 355],[1.15625000e-01 6.94444444e-04 5.39843750e-01 9.95138889e-01],4
1159,1159,TAemp5nBg-0,LEE WESTWOOD,m,driver,down-the-line,1,[655 712 751 779 810 823 834 843 916 959],[1.21093750e-01 6.94444444e-04 5.34375000e-01 9.97916667e-01],4
1160,1160,l7cMgwX8EEg,BEATRIZ RECARI,f,hybrid,face-on,0,[ 61 415 438 443 450 454 458 460 472 509],[1.26562500e-01 6.94444444e-04 8.10156250e-01 9.63194444e-01],1
1161,1161,l7cMgwX8EEg,BEATRIZ RECARI,f,hybrid,face-on,1,[599 656 740 760 786 801 816 825 880 924],[1.21093750e-01 6.94444444e-04 8.15625000e-01 9.72916667e-01],1
1162,1162,z7TK1hNRDLE,JAYE MARIE GREEN,f,driver,face-on,0,[241 331 354 361 369 376 379 382 400 434],[8.98437500e-02 6.94444444e-04 8.32812500e-01 9.61805556e-01],2
1163,1163,z7TK1hNRDLE,JAYE MARIE GREEN,f,driver,face-on,1,[ 644  687  777  806  841  865  879  888  961 1002],[9.37500000e-02 6.94444444e-04 8.38281250e-01 9.57638889e-01],2
1164,1164,7F2rA0oXNo0,BRYSON DECHAMBEAU,m,driver,face-on,0,[511 787 804 807 814 820 823 825 841 877],[8.20312500e-02 6.94444444e-04 8.27343750e-01 9.71527778e-01],2
1165,1165,7F2rA0oXNo0,BRYSON DECHAMBEAU,m,driver,face-on,1,[1237 1256 1318 1328 1362 1381 1392 1402 1466 1498],[8.43750000e-02 6.94444444e-04 8.24218750e-01 9.74305556e-01],2
1166,1166,4T3MxysSIA4,CAMERON TRINGALE,m,driver,face-on,0,[601 718 736 740 748 753 756 758 782 820],[9.53125000e-02 6.94444444e-04 8.14062500e-01 9.71527778e-01],4
1167,1167,4T3MxysSIA4,CAMERON TRINGALE,m,driver,face-on,1,[1210 1268 1339 1355 1387 1405 1419 1428 1522 1556],[8.98437500e-02 6.94444444e-04 8.26562500e-01 9.77083333e-01],4
1168,1168,C4Vt3X8P6xs,RICKY BARNES,m,hybrid,other,0,[211 394 406 410 418 423 426 428 445 480],[0.1859375  0.00972222 0.34140625 0.90416667],1
1169,1169,C4Vt3X8P6xs,RICKY BARNES,m,hybrid,other,1,[630 661 703 716 754 773 784 793 861 896],[1.87500000e-01 6.94444444e-04 3.40625000e-01 9.21527778e-01],1
1170,1170,07lqNiTJVqc,HALE IRWIN,m,driver,down-the-line,0,[ 91 436 451 456 462 466 469 472 488 524],[1.05468750e-01 6.94444444e-04 5.18750000e-01 9.68750000e-01],4
1171,1171,07lqNiTJVqc,HALE IRWIN,m,driver,down-the-line,1,[ 794  842  898  917  945  957  970  981 1048 1082],[8.04687500e-02 6.94444444e-04 5.38281250e-01 9.61805556e-01],4
1172,1172,dC0UEvdY3B4,BILLY HORSCHEL,m,driver,down-the-line,0,[ 91 272 285 290 296 300 303 305 320 355],[1.26562500e-01 6.94444444e-04 4.67187500e-01 1.00000000e+00],1
1173,1173,dC0UEvdY3B4,BILLY HORSCHEL,m,driver,down-the-line,0,[475 573 589 593 600 604 607 609 624 660],[8.12500000e-02 6.94444444e-04 4.88281250e-01 9.96527778e-01],1
1174,1174,dC0UEvdY3B4,BILLY HORSCHEL,m,driver,down-the-line,1,[1230 1260 1315 1332 1357 1371 1383 1392 1460 1498],[3.90625000e-04 6.94444444e-04 4.98046875e-01 1.00000000e+00],1
1175,1175,dC0UEvdY3B4,BILLY HORSCHEL,m,driver,down-the-line,1,[1228 1249 1312 1328 1356 1371 1383 1392 1453 1483],[5.03125000e-01 6.94444444e-04 4.97265625e-01 1.00000000e+00],1
1176,1176,zokcAdcwOT4,AMY YANG,f,driver,other,0,[ 91 422 439 445 454 460 464 466 487 522],[1.03906250e-01 6.94444444e-04 5.27343750e-01 1.00000000e+00],4
1177,1177,zokcAdcwOT4,AMY YANG,f,driver,other,1,[ 762  803  862  887  927  948  960  971 1058 1088],[1.04687500e-01 6.94444444e-04 5.28906250e-01 1.00000000e+00],4
1178,1178,kpOxo9HVG80,BROOKE HENDERSON,f,iron,face-on,0,[301 684 697 701 708 713 716 719 738 773],[1.45312500e-01 6.94444444e-04 7.91406250e-01 9.96527778e-01],1
1179,1179,kpOxo9HVG80,BROOKE HENDERSON,f,iron,face-on,1,[1163 1238 1289 1303 1334 1350 1364 1374 1445 1479],[1.42187500e-01 6.94444444e-04 7.94531250e-01 9.67361111e-01],1
1180,1180,bMVf3lKrUlo,BERNHARD LANGER,m,iron,face-on,0,[271 407 426 429 435 439 442 444 466 501],[7.50000000e-02 6.94444444e-04 8.20312500e-01 9.97916667e-01],4
1181,1181,bMVf3lKrUlo,BERNHARD LANGER,m,driver,face-on,0,[785 909 920 923 929 933 936 938 959 993],[3.90625000e-04 6.94444444e-04 8.66796875e-01 9.97916667e-01],4
1182,1182,bMVf3lKrUlo,BERNHARD LANGER,m,iron,other,0,[1233 1466 1478 1484 1488 1491 1496 1500 1511 1551],[0.57421875 0.28194444 0.1359375  0.40694444],4
1183,1183,bMVf3lKrUlo,BERNHARD LANGER,m,driver,other,0,[1911 2057 2070 2073 2079 2083 2086 2088 2109 2147],[2.42187500e-02 6.94444444e-04 6.57812500e-01 9.82638889e-01],4
1184,1184,bMVf3lKrUlo,BERNHARD LANGER,m,driver,face-on,0,[2267 2545 2561 2564 2570 2574 2578 2580 2601 2636],[2.89062500e-02 6.94444444e-04 8.43750000e-01 9.85416667e-01],4
1185,1185,bMVf3lKrUlo,BERNHARD LANGER,m,hybrid,other,0,[2846 3578 3593 3596 3602 3606 3610 3612 3630 3666],[9.68750000e-02 6.94444444e-04 5.10156250e-01 9.59027778e-01],4
1186,1186,bMVf3lKrUlo,BERNHARD LANGER,m,driver,other,0,[4086 4463 4477 4480 4485 4489 4493 4495 4520 4555],[5.46875000e-02 6.94444444e-04 9.26562500e-01 9.93750000e-01],4
1187,1187,bMVf3lKrUlo,BERNHARD LANGER,m,driver,face-on,0,[4825 5174 5193 5196 5202 5206 5209 5211 5236 5273],[3.90625000e-02 6.94444444e-04 8.64062500e-01 9.78472222e-01],4
1188,1188,bMVf3lKrUlo,BERNHARD LANGER,m,iron,other,0,[5483 5799 5820 5824 5829 5834 5837 5840 5865 5898],[0.375      0.375      0.2953125  0.55138889],4
1189,1189,bMVf3lKrUlo,BERNHARD LANGER,m,iron,down-the-line,0,[6468 6798 6811 6815 6821 6824 6828 6830 6853 6890],[1.80468750e-01 6.94444444e-04 4.06250000e-01 9.82638889e-01],4
1190,1190,bMVf3lKrUlo,BERNHARD LANGER,m,driver,face-on,1,[7640 7679 7726 7740 7762 7778 7792 7800 7874 7911],[3.90625000e-04 6.94444444e-04 4.97265625e-01 9.99305556e-01],4
1191,1191,bMVf3lKrUlo,BERNHARD LANGER,m,driver,face-on,1,[7641 7668 7727 7741 7761 7778 7792 7801 7891 7924],[5.03125000e-01 6.94444444e-04 4.97265625e-01 9.97916667e-01],4
1192,1192,bMVf3lKrUlo,BERNHARD LANGER,m,driver,other,1,[9214 9260 9317 9329 9355 9368 9382 9390 9477 9513],[4.06250000e-02 6.94444444e-04 6.48437500e-01 9.88194444e-01],4
1193,1193,bMVf3lKrUlo,BERNHARD LANGER,m,hybrid,down-the-line,1,[11133 11282 11339 11351 11374 11391 11403 11413 11480 11513],[3.90625000e-04 6.94444444e-04 4.80078125e-01 9.64583333e-01],4
1194,1194,bMVf3lKrUlo,BERNHARD LANGER,m,iron,down-the-line,1,[11213 11288 11340 11353 11374 11391 11404 11413 11487 11521],[5.46875000e-01 6.94444444e-04 3.71875000e-01 9.88194444e-01],4
1195,1195,yKhy2SU8riw,CHELLA CHOI,f,driver,face-on,0,[211 584 607 614 622 626 630 633 654 688],[1.43750000e-01 6.94444444e-04 7.19531250e-01 9.50694444e-01],2
1196,1196,yKhy2SU8riw,CHELLA CHOI,f,driver,face-on,1,[1082 1117 1204 1232 1261 1281 1296 1307 1388 1448],[1.46093750e-01 6.94444444e-04 6.71093750e-01 9.61805556e-01],2
1197,1197,53WXXRL2oZU,RICKIE FOWLER,m,driver,down-the-line,0,[361 597 607 613 618 623 626 628 647 681],[3.90625000e-04 5.97222222e-02 5.11328125e-01 9.29166667e-01],1
1198,1198,53WXXRL2oZU,RICKIE FOWLER,m,driver,down-the-line,1,[ 921 1025 1064 1084 1111 1127 1138 1146 1214 1244],[0.015625   0.07361111 0.49765625 0.92361111],1
1199,1199,uTEJGrSBxWg,SYDNEE MICHAELS,f,driver,face-on,0,[ 91 375 391 395 404 408 412 414 434 468],[3.35937500e-02 6.94444444e-04 8.64062500e-01 9.78472222e-01],2
1200,1200,uTEJGrSBxWg,SYDNEE MICHAELS,f,driver,face-on,1,[678 716 773 788 827 842 857 868 947 984],[3.51562500e-02 6.94444444e-04 8.53906250e-01 9.93750000e-01],2
1201,1201,zHobaYHi6jE,LUKE GUTHRIE,m,driver,down-the-line,0,[ 31 174 186 190 196 200 203 206 220 254],[1.28906250e-01 6.94444444e-04 5.39062500e-01 9.72916667e-01],2
1202,1202,zHobaYHi6jE,LUKE GUTHRIE,m,driver,down-the-line,1,[344 390 430 447 471 489 500 508 561 593],[9.92187500e-02 6.94444444e-04 5.42187500e-01 9.84027778e-01],2
1203,1203,CGcys6BJl2k,JENNIFER JOHNSON,f,driver,down-the-line,0,[ 93 633 654 662 670 675 679 682 700 730],[0.15234375 0.02083333 0.43359375 0.96944444],4
1204,1204,CGcys6BJl2k,JENNIFER JOHNSON,f,driver,down-the-line,1,[ 850  866  929  961  995 1014 1029 1038 1114 1145],[1.48437500e-01 6.94444444e-04 4.37500000e-01 9.95138889e-01],4
1205,1205,hpZC-9PvQyQ,DAVID HEARN,m,fairway,other,0,[249 491 501 507 515 519 523 525 547 586],[5.70312500e-02 6.94444444e-04 4.70312500e-01 9.63194444e-01],3
1206,1206,hpZC-9PvQyQ,DAVID HEARN,m,fairway,other,1,[ 710  747  791  813  843  861  875  885  984 1019],[4.60937500e-02 6.94444444e-04 4.75781250e-01 1.00000000e+00],3
1207,1207,UoRF8meIAUc,LYDIA KO,f,driver,face-on,0,[122 286 307 315 325 331 335 337 358 391],[3.90625000e-04 6.94444444e-04 3.12109375e-01 9.56250000e-01],4
1208,1208,UoRF8meIAUc,LYDIA KO,f,driver,face-on,1,[ 481 1248 1328 1357 1402 1424 1437 1447 1529 1589],[3.90625000e-04 6.94444444e-04 3.11328125e-01 9.42361111e-01],4
1209,1209,UoRF8meIAUc,LYDIA KO,f,driver,face-on,0,[3449 3589 3609 3616 3628 3632 3636 3638 3659 3694],[3.90625000e-04 6.94444444e-04 3.08203125e-01 9.21527778e-01],4
1210,1210,UoRF8meIAUc,LYDIA KO,f,driver,face-on,1,[3754 4436 4515 4545 4587 4610 4624 4634 4718 4751],[3.90625000e-04 6.94444444e-04 3.08203125e-01 9.03472222e-01],4
1211,1211,ceXv_9tJUWE,STEVE STRICKER,m,driver,other,0,[121 362 377 381 388 393 396 399 416 450],[0.16953125 0.22361111 0.32890625 0.72222222],4
1212,1212,ceXv_9tJUWE,STEVE STRICKER,m,driver,other,1,[660 704 766 780 812 831 843 852 914 939],[0.16796875 0.19861111 0.3203125  0.76527778],4
1213,1213,nmCyC3Pjg9k,BRENDON DE JONGE,m,hybrid,other,0,[271 486 497 501 506 511 513 516 528 562],[1.00000000e-01 6.94444444e-04 4.36718750e-01 8.65972222e-01],1
1214,1214,nmCyC3Pjg9k,BRENDON DE JONGE,m,hybrid,other,1,[712 754 798 814 835 851 862 872 924 957],[7.18750000e-02 6.94444444e-04 4.65625000e-01 8.57638889e-01],1
1215,1215,W0YUPZGGQ34,TIGER WOODS,m,iron,down-the-line,0,[481 564 575 579 585 590 593 596 605 641],[1.42187500e-01 6.94444444e-04 3.10156250e-01 9.07638889e-01],4
1216,1216,W0YUPZGGQ34,TIGER WOODS,m,iron,down-the-line,1,[1031 1073 1110 1122 1151 1168 1179 1191 1226 1263],[1.52343750e-01 6.94444444e-04 2.99218750e-01 9.15972222e-01],4
1217,1217,YAVRKae2L70,HARRIS ENGLISH,m,driver,face-on,0,[391 522 536 541 549 555 558 560 579 613],[4.92187500e-02 6.94444444e-04 8.92968750e-01 9.74305556e-01],1
1218,1218,YAVRKae2L70,HARRIS ENGLISH,m,driver,face-on,1,[ 793  828  886  905  940  958  970  979 1041 1081],[5.31250000e-02 6.94444444e-04 8.47656250e-01 9.82638889e-01],1
1219,1219,DbEuUfcVdW8,CHARLEY HULL,f,iron,other,0,[121 218 230 235 241 245 248 251 267 387],[7.42187500e-02 6.94444444e-04 7.90625000e-01 9.67361111e-01],2
1220,1220,DbEuUfcVdW8,CHARLEY HULL,f,iron,other,1,[537 595 642 661 686 702 714 726 783 818],[6.71875000e-02 6.94444444e-04 8.72656250e-01 9.85416667e-01],2
1221,1221,ersYXpqFs54,KATHERINE HULL,f,driver,down-the-line,0,[181 544 562 569 574 578 581 584 600 635],[1.07812500e-01 6.94444444e-04 5.35937500e-01 9.92361111e-01],3
1222,1222,ersYXpqFs54,KATHERINE HULL,f,driver,down-the-line,1,[ 725  768  829  858  880  892  907  917  978 1017],[1.00781250e-01 6.94444444e-04 5.34375000e-01 9.78472222e-01],3
1223,1223,e8HtRKQiJSQ,BRITTANY LINCICOME,f,driver,down-the-line,0,[ 991 1115 1147 1152 1157 1160 1164 1166 1183 1218],[3.75000000e-02 6.94444444e-04 5.84375000e-01 1.00000000e+00],1
1224,1224,e8HtRKQiJSQ,BRITTANY LINCICOME,f,driver,down-the-line,1,[1368 1394 1521 1542 1563 1577 1591 1601 1665 1725],[1.40625000e-02 6.94444444e-04 6.07031250e-01 9.97916667e-01],1
1225,1225,ZyJ7jfC9JUo,JUSTIN THOMAS,m,driver,down-the-line,0,[361 616 629 633 643 649 651 653 667 700],[1.03125000e-01 6.94444444e-04 4.55468750e-01 9.61805556e-01],1
1226,1226,ZyJ7jfC9JUo,JUSTIN THOMAS,m,driver,down-the-line,1,[ 880  961 1009 1027 1065 1089 1100 1107 1165 1225],[1.25781250e-01 6.94444444e-04 4.34375000e-01 9.71527778e-01],1
1227,1227,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,0,[691 917 927 931 937 940 943 946 958 996],[3.90625000e-04 6.94444444e-04 6.22265625e-01 1.00000000e+00],1
1228,1228,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,0,[1506 1771 1781 1785 1791 1795 1798 1800 1815 1849],[3.90625000e-04 6.94444444e-04 6.16796875e-01 9.99305556e-01],1
1229,1229,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,0,[2209 2297 2308 2311 2318 2321 2324 2326 2340 2376],[3.90625000e-04 6.94444444e-04 6.41015625e-01 9.97916667e-01],1
1230,1230,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,1,[2976 3012 3054 3067 3089 3106 3117 3127 3183 3220],[3.90625000e-04 6.94444444e-04 6.27734375e-01 1.00000000e+00],1
1231,1231,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,1,[4660 4681 4723 4735 4762 4775 4788 4796 4858 4918],[3.90625000e-04 6.94444444e-04 6.15234375e-01 1.00000000e+00],1
1232,1232,uYZ2v1j3Kmw,PADRAIG HARRINGTON,m,driver,down-the-line,1,[6328 6394 6435 6447 6473 6486 6498 6507 6573 6607],[3.90625000e-04 6.94444444e-04 6.45703125e-01 1.00000000e+00],1
1233,1233,CpmUPwUrdGE,BOB GILDER,m,driver,other,0,[151 532 541 545 552 557 561 564 578 614],[0.1921875  0.10833333 0.37578125 0.86805556],2
1234,1234,CpmUPwUrdGE,BOB GILDER,m,driver,other,1,[704 750 785 799 831 851 865 876 931 991],[0.171875   0.10833333 0.3890625  0.85416667],2
1235,1235,1arb_a_Ik8c,JUSTIN THOMAS,m,driver,face-on,0,[241 611 643 647 656 662 665 667 679 713],[7.18750000e-02 6.94444444e-04 8.39843750e-01 9.64583333e-01],4
1236,1236,1arb_a_Ik8c,JUSTIN THOMAS,m,driver,face-on,1,[ 863  893  942  961  997 1020 1032 1039 1094 1124],[1.02343750e-01 6.94444444e-04 8.22656250e-01 9.78472222e-01],4
1237,1237,JjGcpAvW-ks,RICKIE FOWLER,m,driver,face-on,0,[211 428 438 443 449 453 456 458 476 513],[1.68750000e-01 6.94444444e-04 6.79687500e-01 9.60416667e-01],3
